text,label,source,subject,license,title
"The Red Queen hypothesis posits that antagonistic coevolution drives perpetual adaptation. We tracked the real-time evolutionary dynamics of *Pseudomonas aeruginosa* and its lytic phage φPa1 through 500 generations of experimental coevolution. Whole-genome, time-series sequencing revealed reciprocal selective sweeps in bacterial surface receptor genes and phage tail fiber genes. We observed fluctuating selection dynamics, where resistance and infectivity alleles cyclically replaced one another. Crucially, fitness assays in ancestral host/phage environments demonstrated significant pleiotropic costs associated with both resistance and infectivity mutations. These trade-offs prevent the fixation of universally superior genotypes, thereby maintaining genetic polymorphism and sustaining the coevolutionary arms race. Our results provide empirical support for the role of fitness costs in mediating Red Queen dynamics and highlight the molecular architecture of rapidly evolving host-parasite interactions.",1,models/gemini-2.5-pro,Evrim,Generated,Antagonistic Coevolution in a Host-Phage System Is Mediated by Fitness Costs of Resistance and Infectivity
"The extinction of Pleistocene megafauna represents a major paleoecological event, yet the demographic processes preceding their disappearance remain poorly understood. We generated 52 complete mitochondrial genomes and 12 nuclear genomes from subfossil remains of the Steppe Bison (*Bison priscus*) spanning the last 50,000 years. Our demographic modeling, using Bayesian skyline plots and Sequential Markovian Coalescent (SMC++) methods, reveals a dynamic population history characterized by a significant decline in effective population size coinciding with the Bølling-Allerød interstadial warming. We also identify multiple instances of admixture with archaic lineages of American Bison, suggesting a complex history of connectivity across Beringia. Our data indicate that the terminal decline of *B. priscus* was not a sudden event but a prolonged process of population fragmentation and decreasing genetic diversity, exacerbated by rapid climate change long before significant human demographic expansion in the region.",1,models/gemini-2.5-pro,Evrim,Generated,Paleogenomic Reconstruction of the Steppe Bison Metapopulation Reveals a History of Admixture and Climate-Driven Decline
"Explaining the evolution of altruism remains a foundational quest in biology. We integrate inclusive fitness and multilevel selection theories by examining the genomic basis of reproductive division of labor in the paper wasp *Polistes dominula*. Using comparative transcriptomics on queens and workers across multiple colonies with varying degrees of relatedness, we identified a core suite of genes involved in fertility and behavior that are differentially regulated. Crucially, the expression plasticity of these 'cooperation genes' is modulated by both individual genotype and colony-level social environment. Path analysis demonstrates that while kin selection (indirect fitness benefits) is a primary driver, colony-level productivity (a component of group selection) explains significant additional variance in altruistic helping behavior. Our results provide a unified framework, showing that gene regulatory networks respond to selective pressures operating simultaneously at multiple levels, thereby facilitating the evolution of complex sociality.",1,models/gemini-2.5-pro,Evrim,Generated,Sociogenomic Architecture and the Interplay of Kin and Multilevel Selection in a Eusocial Wasp
"Adaptive radiations provide powerful systems for studying the mechanics of speciation. We analyzed whole-genome sequences from over 200 individuals representing the entire species flock of Lake Victoria cichlid fishes. We uncovered a highly complex pattern of genomic differentiation, where phylogenetic signals are largely incongruent across different genomic regions due to extensive incomplete lineage sorting (ILS) and post-speciation hybridization. Despite this, we identified distinct genomic islands of divergence associated with trophic ecology (e.g., dentition, jaw morphology) that are shared among phenotypically convergent, but distantly related, ecomorphs. These islands are enriched for genes in developmental pathways and harbor signatures of positive selection. Our findings support a model where rapid speciation and parallel evolution are fueled by the differential sorting of ancient, standing genetic variation, allowing for rapid and repeated adaptation to newly available ecological niches.",1,models/gemini-2.5-pro,Evrim,Generated,Genomic Architecture of an Adaptive Radiation: Parallel Trophic Specializations Driven by Divergent Sorting of Ancestral Variation
"Horizontal gene transfer (HGT) is a potent evolutionary force in prokaryotes, yet its role in structuring entire microbial ecosystems is debated. Through deep metagenomic sequencing of microbial consortia from Mid-Atlantic Ridge hydrothermal vents, we reconstructed thousands of metagenome-assembled genomes (MAGs). Phylogenetic analysis reveals extensive HGT, with nearly 20% of genes in an average MAG having a detectable xenologous origin. We found that entire metabolic pathways, particularly those for chemosynthesis using sulfur and methane compounds, are frequently transferred as discrete mobile genetic elements (MGEs) across phyla. This rampant exchange facilitates rapid niche expansion and creates a distributed metabolism within the community, where metabolic functions are partitioned among lineages. Our study demonstrates that HGT acts as a key mechanism of ecological scaffolding, enabling microbial communities to colonize and thrive in extreme environments by sharing metabolic innovations across the microbial tree of life.",1,models/gemini-2.5-pro,Evrim,Generated,Metagenomic Evidence for Horizontal Gene Transfer as a Primary Driver of Metabolic Innovation in Deep-Sea Hydrothermal Vent Communities
"Sexual conflict over reproductive outcomes can fuel a coevolutionary arms race between male and female traits. We performed population genomic and proteomic analyses of seminal fluid proteins (SFPs) and female sperm-storage organs across 15 species of the *Drosophila melanogaster* subgroup. We identified a suite of proteins exhibiting exceptionally high rates of positive selection (dN/dS > 1), indicative of adaptive evolution. Functional assays using RNAi reveal that specific male SFPs enhance fertilization success at a cost to female remating rate and longevity, while certain female-expressed proteins counteract these manipulative effects. The phylogenetic pattern of gain and loss for these interacting proteins suggests a rapid turnover consistent with ongoing sexually antagonistic coevolution. This work provides a molecular portrait of genomic conflict, illustrating how interlocus contest drives the rapid evolution of reproductive genes and potentially contributes to reproductive isolation between diverging lineages.",1,models/gemini-2.5-pro,Evrim,Generated,Sexually Antagonistic Coevolution Drives Rapid Diversification of Seminal Fluid and Female Reproductive Proteins in *Drosophila*
"The hypothesis of genetic assimilation, where an environmentally induced trait becomes genetically encoded, provides a potential mechanism for rapid adaptation. We tested this hypothesis in *Arabidopsis thaliana* by subjecting a genetically diverse population to repeated cycles of heat shock, selecting for individuals exhibiting a novel, stress-induced leaf morphology. After 10 generations of selection, the trait was constitutively expressed even in the absence of the heat-shock stimulus. Whole-genome sequencing of the selected and control lines revealed significant allele frequency shifts at several quantitative trait loci (QTLs). These QTLs contain genes with known roles in developmental pathways, which harbored initially rare alleles (cryptic genetic variation) in the base population. Our results provide strong empirical evidence for Waddington's model of genetic assimilation, demonstrating how environmental stress can unveil cryptic genetic variation, which selection can then act upon to convert a plastic phenotype into a fixed, heritable trait.",1,models/gemini-2.5-pro,Evrim,Generated,Experimental Demonstration of Genetic Assimilation of a Heat-Shock Induced Phenotype via Cryptic Genetic Variation
"The tempo and mode of evolution remain a central debate, epitomized by the controversy between phyletic gradualism and punctuated equilibria. We leveraged a dense fossil record dataset of over 2,000 Cenozoic marine bivalve species, combined with a new time-calibrated phylogeny, to rigorously test these models. Using high-dimensional geometric morphometrics to quantify shell shape, we applied novel phylogenetic comparative methods that fit different models of trait evolution (e.g., Brownian Motion, Ornstein-Uhlenbeck, and punctuated models) to the data. Our model-fitting results overwhelmingly support a punctuated mode of evolution, where the majority of morphological change is statistically associated with cladogenetic events (speciation). Periods of morphological stasis within lineages are interrupted by rapid, geologically instantaneous shifts. This study provides one of the most robust quantitative validations of the punctuated equilibrium model in a major animal clade, challenging the paradigm of gradualistic change in the fossil record.",1,models/gemini-2.5-pro,Evrim,Generated,A Macroevolutionary Test of Punctuated Equilibria: Phylogenetic Comparative Analysis of Cenozoic Bivalve Morphospace
"The spatial organization of chromatin is critical for precise gene regulation, yet the mechanisms governing the formation of enhancer-promoter loops remain elusive. Here, we demonstrate that the POK family transcription factor ZBTB7A undergoes liquid-liquid phase separation (LLPS) to form transcriptional condensates. Utilizing a combination of super-resolution microscopy, Hi-C, and CUT&RUN, we show that ZBTB7A condensates preferentially form at super-enhancers, driven by multivalent interactions between its BTB/POZ domain and acetylated histones. These condensates act as hubs, physically tethering multiple distal enhancers to target promoters within a shared topologically associating domain (TAD). Perturbation of ZBTB7A's phase separation capacity via mutagenesis of its intrinsically disordered region abrogates loop formation, disrupts the integrity of transcriptional condensates containing RNA Polymerase II and Mediator, and leads to a profound downregulation of oncogenic target genes. Our findings propose a model where transcription factor LLPS provides the biophysical basis for the assembly and function of super-enhancers, acting as a key regulator of 3D genome architecture.",1,models/gemini-2.5-pro,Biyoloji,Generated,Phase Separation of the Transcription Factor ZBTB7A Orchestrates Chromatin Looping and Super-Enhancer Function
"Cellular proteostasis is maintained by intricate quality control mechanisms that identify and degrade aberrant proteins. We report the cryo-electron microscopy structure of a novel ribosome-nascent chain complex (RNC) bound to the E3 ubiquitin ligase RQT1. The structure reveals that RQT1 engages the ribosomal exit tunnel and specifically recognizes stalled nascent polypeptides bearing C-terminal alanines and threonines (CAT-tails), a hallmark of nonstop decay. In vitro reconstitution assays combined with mass spectrometry demonstrate that RQT1, in concert with the E2 enzyme Ube2j1, polyubiquitinates the stalled nascent chain with K48-linked chains, targeting it for immediate proteasomal degradation. Furthermore, ribosome profiling in RQT1-knockout cells shows widespread ribosome pausing at cryptic polyadenylation sites, leading to proteotoxic stress. This work elucidates a molecular snapshot of co-translational quality control, defining a specific E3 ligase-RNC interface that ensures the timely elimination of potentially harmful proteins during their synthesis, thereby safeguarding cellular protein homeostasis.",1,models/gemini-2.5-pro,Biyoloji,Generated,Structural and Functional Characterization of a Ribosome-Associated E3 Ligase in Co-translational Protein Triage
"Mitochondrial dynamics are fundamental to cellular bioenergetics and signaling. We have identified a mitochondrial-associated long non-coding RNA, which we term *Mitofissin*, that functions as a critical regulator of mitochondrial fission. Through a combination of RNA-protein interaction screens and cellular fractionation, we show that *Mitofissin* directly binds to the SUMO E3 ligase PIAS3, localizing it to the mitochondrial outer membrane. This localization facilitates the targeted SUMOylation of Dynamin-related protein 1 (Drp1) at lysine residue 126, a post-translational modification that significantly enhances Drp1's GTPase activity and its assembly into fission-competent oligomers. Depletion of *Mitofissin* results in hyperfused mitochondrial networks, impaired mitophagy, and increased sensitivity to apoptotic stimuli. Conversely, its overexpression promotes mitochondrial fragmentation. These findings unveil a novel regulatory axis where a non-coding RNA acts as a spatial scaffold for a post-translational modification enzyme, thereby directly controlling organellar morphology and cellular fate.",1,models/gemini-2.5-pro,Biyoloji,Generated,A Long Non-Coding RNA Governs Mitochondrial Fission Dynamics by Modulating Drp1 SUMOylation
"Hematopoietic stem cell (HSC) differentiation is a tightly regulated process, but the interplay between chromatin accessibility and transcriptional programs at fate decision points is poorly resolved. By applying simultaneous single-cell ATAC-seq and RNA-seq, we mapped the regulatory landscape of thousands of murine HSCs as they commit to either myeloid or lymphoid lineages. Our trajectory inference analysis revealed a transient, unstable intermediate progenitor state characterized by broad multi-lineage chromatin priming. We identified the transcription factor PU.1 as a pivotal regulator that resolves this ambiguity by selectively closing chromatin at lymphoid-affiliated enhancer regions while concurrently activating myeloid-specific cis-regulatory elements. Computational modeling and functional validation using CRISPR-based epigenome editing confirm that PU.1-mediated differential enhancer decommissioning constitutes an irreversible checkpoint. This work provides a high-resolution blueprint of lineage commitment, demonstrating how dynamic epigenetic remodeling executed by a master regulator enforces cellular identity.",1,models/gemini-2.5-pro,Biyoloji,Generated,Integrated Single-Cell Multi-Omics Delineates an Epigenetic Checkpoint in Hematopoietic Stem Cell Lineage Commitment
"Pre-mRNA splicing, executed by the spliceosome, is a dynamic process involving two sequential transesterification reactions. While the first catalytic step is structurally well-characterized, the exon ligation step has remained enigmatic. Here, we present the 2.9 Å resolution cryo-electron microscopy structure of the human post-catalytic P complex, captured immediately following exon ligation. The structure reveals the ligated exon product threaded through a channel formed by the PRP8 and EFTUD2 proteins, poised for release. Critically, the lariat intron-2nd exon intermediate is held in a strained conformation by the step II factor PRP17, positioning the 3'-hydroxyl of the 5' exon for nucleophilic attack on the 3'-splice site phosphate. This conformation is stabilized by a coordinated network of magnesium ions and protein-RNA interactions within the catalytic core. Our findings provide a definitive structural basis for the second chemical step of splicing, revealing the intricate molecular choreography that ensures fidelity and efficiency in mRNA maturation.",1,models/gemini-2.5-pro,Biyoloji,Generated,Cryo-EM Structure of the Human Spliceosome in the Act of Exon Ligation
"The FET family protein TAF15 is implicated in neurodegenerative diseases and forms liquid-like condensates crucial for transcription. The regulation of its biophysical properties remains poorly understood. Here, we uncover a competitive post-translational modification (PTM) switch that governs TAF15 phase behavior. Using Phos-tag mobility shift assays and targeted mass spectrometry, we show that phosphorylation of a specific tyrosine residue (Y386) within the prion-like domain by SRC kinase inhibits TAF15's ability to undergo liquid-liquid phase separation (LLPS). Conversely, methylation of an adjacent arginine (R384) by the arginine methyltransferase PRMT1 enhances LLPS and promotes the formation of hydrogel-like, less dynamic condensates. Strikingly, Y386 phosphorylation prevents subsequent R384 methylation, creating a hierarchical PTM checkpoint. In neuronal cells, synaptic activity induces SRC-mediated phosphorylation, dissolving TAF15 condensates and releasing associated transcripts. This study reveals a sophisticated PTM-based regulatory mechanism controlling the material state and function of an RNA-binding protein.",1,models/gemini-2.5-pro,Biyoloji,Generated,Dynamic Crosstalk between Arginine Methylation and Phosphorylation on TAF15 Controls its Phase Separation and Transcriptional Activity
"Translational control is paramount for rapid cellular adaptation to environmental cues like hypoxia. The expression of Vascular Endothelial Growth Factor A (VEGFA) is potently induced by low oxygen, partly through relief of translational repression. We demonstrate that the human *VEGFA* 5' UTR contains a highly conserved G-rich sequence that folds into a stable parallel G-quadruplex (G4) structure. Using SHALiPE-seq and NMR spectroscopy, we confirmed the G4's existence in vitro and in vivo. In vitro translation assays and polysome profiling reveal that this G4 structure potently inhibits translation initiation by acting as a steric block to 43S preinitiation complex scanning. Under hypoxic conditions, we observe a marked increase in the G4-resolving helicase DHX36 binding to the *VEGFA* 5' UTR, which leads to G4 unwinding and a concomitant surge in VEGFA protein synthesis. This mechanism constitutes a precise oxygen-sensitive molecular switch, where an RNA secondary structure acts as a cis-regulatory rheostat for protein production.",1,models/gemini-2.5-pro,Biyoloji,Generated,A Conserved RNA G-Quadruplex in the 5' UTR of the VEGFA mRNA Functions as a Translational Repressor during Normoxia
"Aberrant activation of the NLRP3 inflammasome is linked to numerous inflammatory diseases, and mitochondria are central hubs for its regulation. We report an unexpected role for the mitochondrial i-AAA protease YME1L in directly suppressing NLRP3 activity. Using unbiased proximity-dependent biotinylation (BioID), we found that inactive NLRP3 is recruited to the mitochondrial intermembrane space where it directly interacts with YME1L. In vitro cleavage assays and neo-N-terminal peptide mapping demonstrate that YME1L proteolytically processes full-length NLRP3 at a specific site within its NACHT domain. This cleavage event generates two fragments that are subsequently degraded, preventing NLRP3 oligomerization and inflammasome assembly. Cells lacking YME1L exhibit heightened and prolonged NLRP3 activation in response to canonical triggers. Our results identify a novel mitochondrial checkpoint for inflammation, where an inner membrane protease acts as a direct negative regulator of a key cytosolic immune sensor, preventing excessive inflammatory responses.",1,models/gemini-2.5-pro,Biyoloji,Generated,The Mitochondrial Inner Membrane AAA-Protease YME1L Cleaves NLRP3 to Attenuate Inflammasome Activation
"The segregation of metabolic pathways and gene regulation into distinct cellular compartments is a fundamental principle of eukaryotic biology. Here, we show that the canonical glycolytic enzyme glyceraldehyde-3-phosphate dehydrogenase (GAPDH) moonlights as a nuclear histone acetyltransferase (HAT). Upon high glucose influx, a fraction of GAPDH is acetylated on lysine 117, which masks a nuclear export signal and promotes its nuclear accumulation. Within the nucleus, GAPDH utilizes its substrate-derived cofactor 1,3-bisphosphoglycerate as a donor for the non-enzymatic acetylation of histone H2B on lysine 5 (H2BK5ac). ChIP-seq analysis reveals that H2BK5ac is enriched at the promoters of glucose-responsive genes, including those involved in lipogenesis. This modification facilitates the recruitment of the transcription factor ChREBP. A non-acetylatable GAPDH mutant fails to enter the nucleus or promote H2BK5ac and target gene expression. This study uncovers a direct, unexpected link between glycolytic flux and epigenetic regulation, mediated by a metabolic enzyme acting as a transcriptional cofactor.",1,models/gemini-2.5-pro,Biyoloji,Generated,Metabolic Enzyme Moonlighting: Nuclear GAPDH Functions as a Transcriptional Co-activator by Acetylating Histone H2B
"The MRE11-RAD50-NBS1 (MRN) complex is the primary sensor and processor of DNA double-strand breaks. The ATP-dependent conformational changes in RAD50 are known to regulate MRN's functions, but the allosteric mechanism linking ATP hydrolysis to MRE11's nuclease activity remains unclear. Using a combination of small-angle X-ray scattering (SAXS), hydrogen-deuterium exchange mass spectrometry (HDX-MS), and cryo-EM, we characterized the conformational states of the human MR complex. We show that ATP binding induces a rigid, zinc-hook-mediated dimerization of two RAD50 coiled-coil domains, forcing a concomitant conformational change in the MRE11 homodimer. This 'engaged' state repositions a key leucine residue in MRE11's nuclease domain, unlocking its catalytic site and increasing its processivity on DNA substrates by an order of magnitude. A non-hydrolyzable ATP analog traps the complex in this hyperactive state, while ATP hydrolysis disengages the RAD50 dimer, resetting MRE11 to its basal activity. This allosteric switch ensures that robust nuclease activity is spatially and temporally coupled to initial break recognition.",1,models/gemini-2.5-pro,Biyoloji,Generated,Allosteric Regulation of the DNA Repair Nuclease MRE11 by ATP-mediated Dimerization of its RAD50 Partner
"We investigate the cosmological constant problem through the lens of the AdS/CFT correspondence, proposing a non-perturbative mechanism for its suppression. By treating the bulk spacetime as a dynamical entity subject to holographic renormalization group flow, we demonstrate that quantum fluctuations of conformal fields on the boundary induce a running of the bulk vacuum energy. Our model employs a functional Schrödinger formalism to derive the Wheeler-DeWitt equation for the boundary-dual field theory coupled to gravity. We show that the zero-point energy contributions, typically responsible for the large discrepancy, are absorbed into the redefinition of coupling constants in the boundary theory's effective action. The resultant emergent cosmological constant is dynamically driven towards a stable, near-zero fixed point without fine-tuning. This approach suggests that the observed small value of Λ is a consequence of the infrared properties of a strongly coupled quantum system, offering a novel resolution paradigm rooted in holographic duality.",1,models/gemini-2.5-pro,Fizik,Generated,Holographic Renormalization and the Cosmological Constant in a Non-Perturbative Framework
"Topological phases of matter are typically associated with non-interacting or weakly correlated electronic systems. Here, we demonstrate the generation of a robust, topologically non-trivial state within a strongly correlated doped Mott insulator. Utilizing Floquet engineering, we subject a two-dimensional Hubbard model to a high-frequency, circularly polarized electromagnetic field. Through a combination of non-equilibrium dynamical mean-field theory (DMFT) and a high-frequency expansion, we derive an effective static Hamiltonian. Our results show that the periodic drive opens a gap in the electronic spectrum and induces a non-zero Chern number, characteristic of a quantum anomalous Hall phase. This dynamically-generated topological state supports chiral edge modes that are resilient to disorder and local perturbations, even in the presence of strong electronic correlations. This theoretical framework provides a pathway for realizing dissipationless transport phenomena in correlated materials, such as cuprate superconductors, by purely optical means, bridging the fields of strong correlations and topological physics.",1,models/gemini-2.5-pro,Fizik,Generated,Floquet-Engineered Chiral Edge States in a Doped Mott Insulator
"We propose a novel experimental scheme for detecting axion-like particles (ALPs), a well-motivated dark matter candidate, by exploiting non-linear electrodynamic effects in vacuum. The axion's coupling to photons, typically described by the term gₐγγ E⋅B, is supplemented by higher-order terms from the Euler-Heisenberg Lagrangian in the presence of strong background fields. Our analysis shows that in a high-field (B > 10 T) environment, the effective axion-photon coupling is significantly enhanced, leading to a modified vacuum magnetic birefringence and dichroism. We calculate the expected rotation and ellipticity induced on a probe laser beam traversing a resonant microwave cavity embedded in a strong magnetic dipole field. The predicted signal scales quadratically with the background field strength, offering a substantial improvement in sensitivity over existing haloscope and light-shining-through-wall experiments. This method provides a new observational window into the 1 µeV–1 meV axion mass range, directly probing the fundamental quantum structure of the vacuum.",1,models/gemini-2.5-pro,Fizik,Generated,Probing Axionic Dark Matter through Non-Linear Electrodynamic Couplings in Strong Magnetic Fields
"The fluctuation-dissipation theorem (FDT) is a cornerstone of statistical mechanics, linking the linear response of a system at thermal equilibrium to its spontaneous fluctuations. However, for systems driven far from equilibrium or those exhibiting non-Markovian dynamics, this relation breaks down. We derive a generalized FDT applicable to classical Langevin systems subjected to arbitrary time-dependent driving and coupled to a thermal bath with a memory kernel. Using a path integral formalism based on the Martin-Siggia-Rose-Janssen-De Dominicis (MSRJD) action, we establish an exact relation between the integrated response function and a spatio-temporal correlation function involving the system's state variable and the fluctuating entropy production rate. This result extends the Harada-Sasa and Hatano-Sasa relations to systems with memory, providing a direct, experimentally accessible method for probing the energetics and information flow in complex non-equilibrium systems, such as active matter and biological molecular motors.",1,models/gemini-2.5-pro,Fizik,Generated,Generalized Fluctuation-Dissipation Relations for Driven Systems with Memory Kernels
"Resolving the black hole information paradox requires a consistent description of the entanglement entropy of Hawking radiation. We extend the 'island' paradigm by calculating the fine-grained entropy in the background of an evaporating, charged, rotating (Kerr-Newman) black hole. Our semi-classical analysis incorporates gravitational backreaction and one-loop corrections from bulk quantum fields. We locate the quantum extremal surface (QES) and demonstrate that its area, plus the entanglement entropy of bulk fields in the entanglement wedge, adheres to a unitary Page curve. We find that both charge and angular momentum delay the Page time and suppress the growth rate of the island. Crucially, the location of the QES is sensitive to the greybody factors of the emitted radiation, explicitly connecting the spacetime geometry to the quantum information content. This work reinforces the universality of the QES prescription and provides a quantitative framework for understanding information release from realistic astrophysical black holes.",1,models/gemini-2.5-pro,Fizik,Generated,Quantum Extremal Surfaces and Entanglement Entropy Corrections in Evaporating Kerr-Newman Black Holes
"Metasurfaces have enabled unprecedented control over the properties of light, yet most are static. We introduce and numerically validate a reconfigurable anisotropic metasurface capable of independent and dynamic control over the amplitude, phase, and polarization of light across the near-infrared spectrum. The design integrates a plasmonic nanoantenna array with a sub-layer of the phase-change material Ge₂Sb₂Te₅ (GST). By locally controlling the crystallization state of GST pixels via thermal or optical stimuli, we modulate the dielectric environment of each antenna, thereby altering its resonant response. Full-wave finite-difference time-domain (FDTD) simulations demonstrate that this hybrid architecture can function as a high-efficiency, multi-functional optical element, switching between a holographic projector, a focusing metalens, and a polarization-resolved beam-splitter. The sub-nanosecond switching speed of GST enables spatiotemporal wavefront shaping, paving the way for advanced applications in adaptive optics, solid-state LiDAR, and high-capacity optical communications.",1,models/gemini-2.5-pro,Fizik,Generated,Dynamically Tunable Anisotropic Metasurfaces for Spatiotemporal Wavefront Shaping
"Turbulence in astrophysical plasmas, such as those in accretion disks and pulsar winds, often occurs in relativistic regimes where magnetohydrodynamics (MHD) provides a guiding framework. We present results from ultra-high-resolution direct numerical simulations of forced, compressible, relativistic MHD turbulence. Our analysis focuses on the statistical properties of the inertial range cascade. We demonstrate a clear scale-dependent anisotropy, where the energy cascade proceeds primarily perpendicular to the local mean magnetic field, consistent with the critical balance conjecture. Furthermore, we quantify the intermittency by calculating high-order structure functions of the Elsasser variables. The resulting scaling exponents deviate significantly from the predictions of both Kolmogorov's K41 and Iroshnikov-Kraichnan theories, indicating that energy dissipation is concentrated in spatially intermittent, sheet-like structures. These findings have profound implications for particle acceleration mechanisms and the interpretation of synchrotron emission from extreme astrophysical environments, highlighting the breakdown of classical turbulence phenomenology in the relativistic limit.",1,models/gemini-2.5-pro,Fizik,Generated,Intermittency and Anisotropy in the Inertial Range of Relativistic Magnetohydrodynamic Turbulence
"Quantum error correction codes typically require significant resource overhead, motivating the development of hardware-efficient decoherence mitigation strategies. We propose a hybrid passive-active scheme to protect quantum information in a multi-qubit processor. The passive component involves engineering the spectral density of the electromagnetic environment to which the qubits are coupled, creating a 'protective' frequency band-gap that inhibits spontaneous emission. The active component utilizes rapid, periodic projective measurements, leveraging the quantum Zeno effect to freeze the system's evolution away from a desired subspace. Using a Lindblad master equation formalism, we model a system of coupled superconducting transmon qubits and demonstrate a two-orders-of-magnitude increase in the coherence time of a Bell state. Our results show that the engineered reservoir suppresses low-frequency noise, while the Zeno pulses effectively combat high-frequency dephasing. This synergistic approach offers a scalable pathway towards fault-tolerant quantum computation by embedding protection directly into the system's Hamiltonian and control sequence.",1,models/gemini-2.5-pro,Fizik,Generated,Decoherence Mitigation in Multi-Qubit Systems via Engineered Reservoir Coupling and Quantum Zeno Dynamics
"The discovery of topological phases of matter has revolutionized condensed matter physics, with analogues being explored in photonic, mechanical, and acoustic systems. Here, we report the first experimental observation of topological Weyl points in the band structure of a three-dimensional chiral phononic crystal. The crystal, fabricated via additive manufacturing, lacks both inversion and mirror symmetries. Using Brillouin light scattering and angle-resolved ultrasonic transmission spectroscopy, we directly mapped the bulk phononic dispersion relations, identifying pairs of topologically protected linear touching points—the Weyl points. As predicted by the bulk-boundary correspondence, these Weyl points give rise to topologically protected surface acoustic waves, which we observed as frequency-isolated, one-way propagating modes on the crystal surface. This demonstration of non-reciprocal acoustic propagation in a passive, time-reversal-invariant system opens new avenues for creating acoustic diodes, isolators, and robust waveguides for applications in ultrasonic imaging and signal processing.",1,models/gemini-2.5-pro,Fizik,Generated,Observation of Topological Weyl Points and Non-Reciprocal Acoustic Propagation in a Chiral Phononic Crystal
"The mechanical behavior of the cellular cytoskeleton is governed by the non-equilibrium dynamics of active filaments and motor proteins. We develop a continuum field theory for active gels that unifies hydrodynamic interactions, nematic liquid crystal elasticity, and ATP-driven stresses. The model is formulated in terms of a tensor order parameter for filament alignment and a velocity field for the cytoskeletal fluid. Renormalization group analysis of the resulting stochastic partial differential equations reveals a rich phase diagram. Depending on the activity level and filament concentration, the system exhibits transitions from an isotropic, quiescent state to a spontaneously flowing nematic phase, and further to a state of active turbulence characterized by the proliferation of topological defects. Our theoretical predictions for the velocity correlation functions and defect dynamics are in quantitative agreement with in-vitro experiments on reconstituted actin-myosin networks, providing a robust framework for understanding cellular morphogenesis, motility, and mechanosensing.",1,models/gemini-2.5-pro,Fizik,Generated,A Continuum Field Theory of Active Cytoskeletal Networks Exhibiting Non-Equilibrium Phase Transitions
"We investigate the off-diagonal Ramsey numbers for loose cycles in r-uniform hypergraphs, denoted R(C_k^r, C_l^r). Previous work has focused predominantly on the symmetric case. This paper establishes a new polynomial lower bound for these numbers when r is fixed and k, l grow. Our primary method involves a novel alteration of the standard random coloring argument, incorporating a container-based approach to control the number of monochromatic subgraphs. By defining a specific potential function during a derandomization process, we demonstrate the existence of a 2-coloring of the edges of the complete r-uniform hypergraph K_n^r with no monochromatic C_k^r or C_l^r for n = Ω((kl)^(r/2)). This result significantly improves upon the trivial bounds and suggests that the asymmetric behavior of hypergraph Ramsey numbers is more pronounced than in the graph case. We further conjecture that this lower bound is tight up to a polylogarithmic factor for r=3.",1,models/gemini-2.5-pro,Matematik,Generated,On Asymmetric Ramsey Numbers for Loose Hypergraph Cycles
"We determine the exact Turán number, ex_o(n, T), for any oriented tree T with k vertices that possesses a kernel, i.e., an independent set with an edge to every other vertex. This generalizes classical results on directed paths and stars. Our proof employs a refined version of Zykov symmetrization adapted for directed graphs and establishes that the unique extremal construction is a specific orientation of the complete bipartite Turán graph. Furthermore, we prove a corresponding stability theorem. We show that any T-free oriented graph with e(G) > ex_o(n, T) - εn^2 edges can be made into the extremal digraph by adding and removing O(εn) edges. The proof of the stability result leverages the digraph regularity lemma and a counting argument that bounds the number of copies of T in digraphs that are close to the extremal configuration, providing a structural characterization of near-extremal digraphs for this family of oriented trees.",1,models/gemini-2.5-pro,Matematik,Generated,The Turán Density of Oriented Trees and Stability Results
"This work examines the decomposition of Foulkes modules, which arise from the plethysm of Schur functions s_μ[s_ν], into irreducible representations of the symmetric group. We introduce a new combinatorial basis for these modules indexed by multi-set tableaux and derive a combinatorial rule for the action of the generators of S_n. Our main result provides a positive, combinatorial formula for the multiplicity of the Specht module S^λ in the Foulkes module corresponding to s_(m)[s_(n)] for two-row shapes λ. This gives a new perspective on the notoriously difficult Kronecker coefficients g(λ, μ, ν), as these multiplicities are sums of such coefficients. The methodology combines techniques from the representation theory of the symmetric group, the theory of symmetric functions, and combinatorial Hopf algebras, shedding new light on the stability phenomena observed in plethystic compositions and their connection to geometric complexity theory.",1,models/gemini-2.5-pro,Matematik,Generated,Plethystic Decompositions of Foulkes Modules and the Kronecker Problem
"We analyze the existence of Hamilton cycles in a random k-uniform hypergraph model where vertex codegrees are constrained. Let H(n, M; d) be a hypergraph chosen uniformly at random from all k-uniform hypergraphs on n vertices with M edges and minimum codegree δ(H) ≥ d. We establish a sharp threshold for Hamiltonicity in this model. Utilizing the second moment method combined with the absorption technique, we show that if M is slightly above a certain critical value M_0(n,k,d), the model asymptotically almost surely contains a Hamilton cycle. Our proof strategy relies on developing hypergraph container lemmas tailored to this specific probability space, allowing us to control the structure of small independent sets. This result provides a finer understanding of how local density conditions, such as minimum codegree, influence global properties like Hamiltonicity, contrasting with the purely edge-density-driven behavior in the binomial random hypergraph model H(n,p,k).",1,models/gemini-2.5-pro,Matematik,Generated,Sharp Thresholds for Hamiltonicity in Random Hypergraphs with Fixed Codegrees
